Shipment#,Sales,Operations,Carrier legalName,Carrier displayName,Nature of Goods,Considerable Charging Unit,Origin Port,Commodity,Destination Port,isHouseholdGoods,isUsedGoods,isHazardous,isPerishable,isVehicle,Origin State,Destination State,Destination country,createdDate,shipmentStatus
MAT240834,Maya Davis,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,Other,209735,IAH,"3.3 cuft refrigerator, 2.6 cuft refrigerator, 1.7 cut refrigerator, Stylo trash can Black 48 L, Iron board full size 54 inch, Mini Plus Ironing board table top with caddy grey color cover, Platform bed frame Queen, Safe Box",DXB,No,No,No,No,No,Texas,Al Garhoud,United Arab Emirates,2024-02-06T19:38:53.963Z,Released
MAT214604,Ethan Nelson,Maya Lopez,Korean Air Cargo,Korean Air Cargo / SFO *,Household/Personal Goods,246530,LAX,Household goods,MNL,Yes,No,No,No,No,California,Metro Manila,Philippines,2021-08-12T17:34:17.207Z,Completed
MAT217912,Aurora Patel,Daniel Young,China Airlines Cargo,China Airlines Cargo / SFO *,Other,189059,LAX,E-Liquids,AKL,No,No,No,No,No,California,Pacific,New Zealand,2021-12-29T17:19:45.800Z,Completed
MAT214975,Aurora Patel,Liam Hernandez,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,90535,MSP,Sensors / Transduces,DXB,No,No,No,No,No,Minnesota,Al Garhoud,United Arab Emirates,2021-08-27T20:12:32.885Z,Completed
MAT215739,Blake Garcia,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,179026,MIA,"Laptops, Computer Accessories & Peripherals and ION Battery (LITHIUM-ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967)",BEY,No,No,No,No,No,Florida,Beirut,Lebanon,2021-09-30T17:07:31.732Z,Completed
MAT220461,Blake Garcia,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Other,179978,IAH, Cosmetics (Non Hazardous),KHI,No,No,No,No,No,Texas,Sindh,Pakistan,2022-01-24T13:36:41.306Z,Completed
MAT224670,Blake Garcia,Benjamin Lee,Air India,Air India / SFO *,General,54758,JFK,Varistors,HYD,No,No,No,No,No,New York,Andhra Pradesh,India,2022-08-17T09:47:18.134Z,Completed
MAT227025,Lucas Thompson,Ava Garcia,Air India,Air India / SFO *,General,257663,IAH,Spare parts ,BOM,No,No,No,No,No,Texas,Maharashtra,India,2022-11-22T13:47:57.187Z,Completed
MAT233203,Lucas Thompson,Logan Martin,Turkish Airlines,Turkish Airlines / JFK*,General,224045,IAH,Bronze diameter hollow,BOM,No,No,No,No,No,Texas,Maharashtra,India,2023-05-09T11:24:37.028Z,Completed
MAT233540,Lucas Thompson,Benjamin Lee,Etihad Airways,Etihad Airways / LAX *,Other,209337,MCO,Vacuum Station,IST,No,No,No,No,No,Florida,Adana,Turkey,2023-05-23T13:01:13.629Z,Completed
MAT234859,Alexander Young,Michael Miller,Egypt Air Cargo,Egypt Air Cargo / JFK *,General,44193,JFK,Eyeware Glasses,CAI,No,No,No,No,No,New York,Cairo,Egypt,2023-07-20T15:31:21.115Z,Completed
MAT236075,Blake Garcia,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,General,193132,LAX,NICKEL BAR,HYD,No,No,No,No,No,California,Andhra Pradesh,India,2023-09-14T16:59:58.237Z,Completed
MAT236393,Maya Davis,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,157926,BOS,"GREY BOX WITH RED BOW (EMPTY JEWELLERY BOX)
PENDANT-EARRING INSERT (EMPTY JEWELLERY INSERT BOX)
BLACK BOX WITH RED BOW & RING INSERT (EMPTY JEWELLERY BOX)",BOM,No,No,No,No,No,Massachusetts,Maharashtra,India,2023-09-29T14:29:11.368Z,Released
MAT237923,Maya Davis,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,General,212690,BOS,"Vaccum turbo pump

",PVG,No,No,No,No,No,Massachusetts,Shanghai Municipality,China,2023-12-13T14:02:17.038Z,Completed
MAT240563,Maya Davis,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,General,210714,SFO,"2 weir self primer
",MCT,No,No,No,No,No,California,Muscat,Oman,2024-01-25T18:34:37.755Z,Released
MAT241151,Alexander Young,Elijah Allen,Lufthansa Cargo,Lufthansa Cargo / JFK *,General,208,JFK,"Dental Equipment     

",EVN,No,No,No,No,No,New York,Armavir,Armenia,2024-02-20T18:19:01.343Z,Released
MAT241465,Maya Davis,Penelope Brooks,British Airways,British Airways / SFO *,General,30641,LAX,"MEDICAL CONSUMABLES
",DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2024-03-05T13:44:33.064Z,Released
MAT242557,Lucas Thompson,Noah Patel,Qatar Airways,Qatar Airways / LAX*,General,37808,DFW,cosmetics,LHE,No,No,No,No,No,Texas,Punjab,Pakistan,2024-04-17T18:09:17.726Z,Invoiced
MAT203279,William King,Charlotte Jackson,Kenya Airways Cargo ,Kenya Airways Cargo *,Household/Personal Goods,192238,IAD,HHG,KGL,Yes,Yes,No,No,No,District of Columbia,Kigali City,Rwanda,2020-12-14T18:41:01.771Z,Completed
MAT215743,Ethan Baker,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Dangerous Goods,140566,IAH,LAPTOPS ,ISB,No,No,Yes,No,No,Texas,Punjab,Pakistan,2021-09-30T17:36:45.089Z,Completed
MAT216496,Ethan Baker,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,18515,IAD,Backing cards ,KGL,No,No,No,No,No,District of Columbia,Kigali City,Rwanda,2021-11-01T20:48:03.228Z,Completed
MAT221954,Lucas Thompson,Mia Garcia,Air India,Air India / SFO *,Other,228405,ORD,Bowling Equipment,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2022-04-05T15:23:27.864Z,Completed
MAT222537,Aurora Patel,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,86490,ORD,Remote Controls,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2022-05-05T12:03:28.875Z,Completed
MAT222725,Lucas Thompson,Mia Garcia,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,18462,DFW,Spare parts & Electrical items,DWC,No,No,No,No,No,Texas,Dubai,United Arab Emirates,2022-05-16T13:30:50.710Z,Completed
MAT224167,Aurora Patel,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,186909,ATL,Equiment,SGN,No,No,No,No,No,,,Vietnam,2022-07-20T21:00:57.382Z,Completed
MAT234858,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,222527,IAH,Other Parts Of Machines And Mechanical Appliances,KUL,No,No,No,No,No,Texas,,Malaysia,2023-07-20T15:23:07.139Z,Completed
MAT213942,Blake Garcia,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Other,312539,DFW,Supplement and Cosmetic,DXB,No,No,No,No,No,Texas,Al Garhoud,United Arab Emirates,2021-07-19T13:34:16.384Z,Completed
MAT211152,Nora Brown,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Household/Personal Goods,126504,JFK,HHG,OPO,Yes,Yes,No,No,No,New York,Porto,Portugal,2021-03-05T07:02:48.491Z,Completed
MAT221033,Noah Miller,Liam Hernandez,Eva Air Cargo,Eva Air Cargo / SFO *,Other,99791,SFO,"IC Chips over Gigabit 8542.32.0036 Other IC Chips 8542.39.0000 Plastic reels for carrier tapes Carrier tape to hold chips Plastic trays to hold chips Reinforced Tape ""Warning Pilfer Proof""",SGN,No,No,No,No,No,California,Thái Bình,Vietnam,2022-02-16T23:16:55.426Z,Completed
MAT220306,Matthew Johnson,Luna Miller,Turkish Airlines,Turkish Airlines/JFK *,Other,298023,SFO,Accessories,KUL,No,No,No,No,No,California,Selangor,Malaysia,2022-01-17T20:06:35.951Z,Completed
MAT234976,Ethan Baker,Sophia Thomas,British Airways,British Airways/SFO *,Other,307380,LAX,Fire Alarm Equipment,RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2023-07-26T16:07:51.248Z,Completed
MAT220740,Blake Garcia,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Machinery,168077,SFO,QUANTUM MACHINE,CAI,No,No,No,No,No,California,Cairo,Egypt,2022-02-03T17:36:43.741Z,Completed
MAT234580,Lucas Thompson,Sophia Thomas,Turkish Airlines,Turkish Airlines / JFK*,General,174051,ORD,Machinery Parts ,MAA,No,No,No,No,No,Illinois,Tamil Nadu,India,2023-07-10T14:42:12.936Z,Completed
MAT225058,Ethan Baker,Sophia Thomas,Air India,Air India / SFO *,General,96594,ORD,Essential oils,KTM,No,No,No,No,No,Illinois,Central,Nepal,2022-09-07T20:15:01.640Z,Completed
MAT230598,Blake Garcia,William Johnson,Air India,Air India / SFO *,General,58296,ORD,Engine Fan Blades,DEL,No,No,No,No,No,Illinois,Punjab,India,2023-01-25T11:44:50.650Z,Completed
MAT231573,Lucas Thompson,Evelyn Jones,American Airlines Cargo,American Airlines Cargo/ORD *,General,114893,DEN,Medical Equipment Parts & Accessories,DOH,No,No,No,No,No,Colorado,Doha,Qatar,2023-03-07T11:07:31.334Z,Completed
MAT232239,Alexander Young,Ava Garcia,Polar Air Cargo Worldwide Inc *,Polar Air Cargo Worldwide Inc / JFK *,General,282672,ORD,5449/12B-M-9-A-9 1 QDJ BUSHING 70MM BORE 20MM KEYWAY H-2.949,KUL,No,No,No,No,No,Illinois,Selangor,Malaysia,2023-03-29T18:45:26.291Z,Completed
MAT232610,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,155619,ATL,"Self adhesive sheets of plastic , Non woven ",HYD,No,No,No,No,No,Georgia,Andhra Pradesh,India,2023-04-13T15:11:21.037Z,Completed
MAT235231,Blake Garcia,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,57063,LAX,General cargo,BLR,No,No,No,No,No,California,Karnataka,India,2023-08-07T19:56:56.124Z,Completed
MAT242448,Alexander Young,Noah Patel,British Airways,British Airways / SFO *,General,106188,CVG,General cargo,MAA,No,No,No,No,No,Kentucky,Tamil Nadu,India,2024-04-15T13:48:48.869Z,Invoiced
MAT242751,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,66421,ORD,Electronic parts ,BLR,No,No,No,No,No,Illinois,Karnataka,India,2024-04-25T12:23:10.090Z,Invoiced
MAT215521,Ethan Baker,Charlotte Jackson,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,82774,SFO,GENERAL CARGO,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2021-09-21T18:17:24.871Z,Completed
MAT225269,Evelyn Martin,Ava Garcia,Turkish Airlines,Turkish Airlines/JFK *,General,143663,ORD,"Coordinators And Accessories
",DOH,No,No,No,No,No,Illinois,Doha,Qatar,2022-09-19T20:46:05.979Z,Completed
MAT227524,Blake Garcia,Benjamin Lee,Pakistan International Airlines,Pakistan International Airlines,General,238007,ORD,"SRM/E 20-2CT 20W/FT 240V
P/N: 388375",DMM,No,No,No,No,No,Illinois,Dammam,Saudi Arabia,2022-12-13T12:20:16.148Z,Completed
MAT236087,Evelyn Martin,Sophia Thomas,Air Canada Cargo,Air Canada Cargo / SFO *,General,254448,LAX,Grofactor hair system ,DEL,No,No,No,No,No,California,Punjab,India,2023-09-15T09:50:05.781Z,Completed
MAT237750,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,15599,ORD,"Level Controls
",KUL,No,No,No,No,No,Illinois,,Malaysia,2023-12-06T15:27:41.971Z,Completed
MAT242238,Riley Bennett,Elijah Allen,Qatar Airways,Qatar Airways / LAX*,Other,131884,MIA,"Autosorb iQ-C-MP-AG(2 STAT.) EPDM

",KHI,No,No,No,No,No,Florida,Sindh,Pakistan,2024-04-05T12:28:41.270Z,Released
MAT212347,Ethan Nelson,Maya Lopez,Korean Air Cargo,Korean Air Cargo / SFO *,Household/Personal Goods,41453,LAX,Household goods,MNL,Yes,No,No,No,No,California,Metro Manila,Philippines,2021-05-11T16:08:46.125Z,Completed
MAT222377,Aurora Patel,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Other,135009,SEA,KIWIGRIP 4L POUCH W/ ROLLER,MLE,No,No,No,No,No,Washington,Malé,Maldives,2022-04-26T20:41:01.310Z,Completed
MAT227688,Aurora Patel,William Johnson,Turkish Airlines,Turkish Airlines/JFK *,General,216046,IAH,"VPR RTRN BUNG SS BUNA GRD

",SIN,No,No,No,No,No,Texas,Changi,Singapore,2022-12-19T20:42:16.620Z,Completed
MAT226094,Lucas Thompson,Evelyn Jones,Air India,Air India / SFO *,General,78234,JFK,Optical fibers ,BOM,No,No,No,No,No,New York,Maharashtra,India,2022-10-19T11:16:50.600Z,Completed
MAT226955,Ethan Baker,Sophia Thomas,DHL Aviation Americas,DHL Aviation Americas / SFO *,Other,193599,JFK,Detergent,DXB,No,No,Yes,No,No,New York,Al Garhoud,United Arab Emirates,2022-11-18T16:19:03.668Z,Completed
MAT232308,Evelyn Martin,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,General,45897,JFK,Rotor Assembly,KUL,No,No,No,No,No,New York,Selangor,Malaysia,2023-03-31T20:42:44.926Z,Completed
MAT237583,Lucas Thompson,Ava Garcia,British Airways,British Airways / SFO *,General,262544,TPA,Jointflex cream,KWI,No,No,No,No,No,Florida,Farwaniya,Kuwait,2023-11-29T10:36:54.111Z,Completed
MAT238082,Blake Garcia,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,287928,EWR,"CROUSE HINDS # LR75M LR75M CONDULET 3/4"" W/ COVER &
GASKET FORM 5. CROUSE HINDS
EATON",DMM,No,No,No,No,No,New Jersey,Dammam,Saudi Arabia,2023-12-19T15:59:51.544Z,Completed
MAT240245,Maya Davis,Elijah Allen,GULF AIR,GULF AIR / JFK *,General,53422,CLT,Parts for boiler,RUH,No,No,No,No,No,North Carolina,Riyadh,Saudi Arabia,2024-01-11T17:45:21.842Z,Released
MAT240751,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,Other,288637,MIA,BOAT CLEANING MATERIAL,BOM,No,No,No,No,No,Florida,Maharashtra,India,2024-02-02T13:48:03.835Z,Released
MAT241814,Riley Bennett,Noah Patel,Qatar Airways,Qatar Airways / LAX*,General,35102,LAX,General Cargo,BAH,No,No,No,No,No,California,,Bahrain,2024-03-19T13:44:51.222Z,Released
MAT213349,Aurora Patel,Charlotte Jackson,Ethiopian airlines,Ethiopian airlines,Other,163831,ORD,auto parts,JNB,No,No,No,No,No,Illinois,Gauteng,South Africa,2021-06-24T11:25:47.898Z,Completed
MAT214832,Chloe Anderson,Mia Garcia,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,281049,ATL,General Cargo,CAI,No,No,No,No,No,Georgia,Cairo,Egypt,2021-08-22T16:07:56.271Z,Completed
MAT223234,Blake Garcia,Benjamin Lee,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,141958,IAH,Motion Clarity Chair,CAI,No,No,No,No,No,Texas,Cairo,Egypt,2022-06-07T11:09:57.571Z,Completed
MAT230833,Alexander Young,William Johnson,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,122505,LAX,"HANDBAGS, DRESSES. PANTS/SHORTS, SHOES, WOMENS, SANDALS, SHIRTS, WALLETS, ACCESSORIES",MNL,No,No,No,No,No,California,Metro Manila,Philippines,2023-02-02T23:07:23.471Z,Completed
MAT231981,Blake Garcia,Logan Martin,Turkish Airlines,Turkish Airlines / JFK*,General,232078,DFW,Engineering Goods,BOM,No,No,No,No,No,Texas,Maharashtra,India,2023-03-21T09:05:59.345Z,Completed
MAT240254,Benjamin Lewis,Zoe Brown,Turkish Airlines,Turkish Airlines / JFK*,Other,39993,IAD,"Decorative Material , Store Supplies",DAC,No,No,No,No,No,District of Columbia,Dhaka,Bangladesh,2024-01-11T20:46:56.070Z,Released
MAT217731,Blake Garcia,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,221848,ORD,"Black Fbrglss Heavy Duty Omni Ant,",KWI,No,No,No,No,No,Illinois,Farwaniya,Kuwait,2021-12-21T16:36:44.839Z,Completed
MAT230948,William King,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,Household/Personal Goods,49695,TPA,used clothing,NBO,Yes,No,No,No,No,Florida,Nairobi,Kenya,2023-02-08T20:25:36.705Z,Completed
MAT216341,Noah Miller,Liam Hernandez,Eva Air Cargo,Eva Air Cargo / SFO *,Other,255751,SFO,IC Chips Over Gigabit,SGN,No,No,No,No,No,California,Thái Bình,Vietnam,2021-10-26T19:51:07.372Z,Completed
MAT217114,Ethan Baker,Charlotte Jackson,Qatar Airways,Qatar Airways / LAX *,Other,268468,LAX,Test equipment,PER,No,No,No,No,No,California,Western Australia,Australia,2021-11-24T19:01:04.475Z,Completed
MAT222287,Mason Gonzalez,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,212070,IAD,Press Nutt Vault,MAA,No,No,No,No,No,District of Columbia,Tamil Nadu,India,2022-04-22T15:08:32.283Z,Completed
MAT222638,Lucas Thompson,Benjamin Lee,Qantas Airways,Qantas Airways/LAX *,Household/Personal Goods,112168,SFO,Used household Goods ,BNE,Yes,No,No,No,No,California,Queensland,Australia,2022-05-10T20:41:51.789Z,Completed
MAT225440,Lucas Thompson,Evelyn Jones,Swiss world cargo,Swiss world cargo / JFK *,General,115815,MIA,Sugarbear vitamin Supplements,MRU,No,No,No,No,No,Florida,Port Louis District,Mauritius,2022-09-27T09:47:20.238Z,Completed
MAT226890,Evelyn Martin,Ava Garcia,Air Canada Cargo,Air Canada Cargo/SFO *,General,94096,LAX,General Cargo,CMN,No,No,No,No,No,California,Casablanca-Settat,Morocco,2022-11-16T18:50:11.456Z,Completed
MAT227825,Lucas Thompson,Ava Garcia,Air India,Air India / SFO *,General,193318,JFK,Polishing Slurry,BOM,No,No,No,No,No,New York,Maharashtra,India,2022-12-23T18:17:53.997Z,Completed
MAT233976,Lucas Thompson,Sophia Thomas,Turkish Airlines,Turkish Airlines / JFK*,General,305590,LAX,Stainless rivet,BOM,No,No,No,No,No,California,Maharashtra,India,2023-06-09T13:08:16.933Z,Completed
MAT235888,Lucas Thompson,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,General,163683,JFK,Medical Products,MAA,No,No,No,No,No,New York,Tamil Nadu,India,2023-09-07T11:30:19.794Z,Completed
MAT240856,Alexander Young,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,Other,259851,SFO,Pin Ball,DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2024-02-07T16:11:45.777Z,Released
MAT241261,Ethan Baker,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,Other,198661,CLT,Paints And Varnishes,RUH,No,No,Yes,No,No,North Carolina,Riyadh,Saudi Arabia,2024-02-26T13:16:05.789Z,Released
MAT241285,Riley Bennett,Michael Miller,Air India,Air India / SFO*,General,292487,ORD,General cargo,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2024-02-27T12:39:22.276Z,Released
MAT214700,Harper Hernandez,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Household/Personal Goods,186718,JFK,Used HHG,AMM,Yes,Yes,No,No,No,New York,Amman,Jordan,2021-08-16T20:05:00.589Z,Completed
MAT216414,Blake Garcia,Daniel Young,Air India,Air India / SFO *,Other,232079,EWR,ART RASPBERRY,BOM,No,No,No,No,No,New Jersey,Maharashtra,India,2021-10-28T19:37:14.455Z,Completed
MAT222369,Aurora Patel,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,122254,ORD,Remote Control,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2022-04-26T16:35:29.258Z,Completed
MAT225664,Aurora Patel,Caleb Walker,Kuwait Airways,Kuwait Airways,General,124177,ORD,"High-Temperature Furnace, Programmable,",KWI,No,No,No,No,No,Illinois,Farwaniya,Kuwait,2022-10-04T20:17:04.006Z,Completed
MAT240783,Lucas Thompson,Noah Patel,British Airways,British Airways / SFO *,General,200235,DFW,Induction Thermal Delivery Heater with Bag/ stackable ,KWI,No,No,No,No,No,Texas,Farwaniya,Kuwait,2024-02-05T12:05:39.468Z,Released
MAT223622,Evelyn Martin,Andrew Thompson,Turkish Airlines,Turkish Airlines/JFK *,Other,201721,IAD,"Spares, TV, Bicycle",EBL,No,No,No,No,No,,,Iraq,2022-06-24T13:56:41.614Z,Completed
MAT225529,Aurora Patel,Mia Garcia,Air India,Air India / SFO *,General,134712,ORD,"LEVEL CONTROL-ECLIPSE TRANSMITTER ,LEVEL CONTROL-MOD 901 TIP SENS",DEL,No,No,No,No,No,Illinois,Punjab,India,2022-09-29T19:00:18.321Z,Completed
MAT227526,Lucas Thompson,Ava Garcia,Finnair Cargo,Finnair Cargo / LAX *,General,245029,JFK,Ultrasonic Medical Equiment,VNO,No,No,No,No,No,New York,Vilnius,Lithuania,2022-12-13T13:35:40.273Z,Cancel
MAT234279,Lucas Thompson,Ava Garcia,Air Canada Cargo,Air Canada Cargo/SFO *,General,282505,JFK,ACCESSORIES,DEL,No,No,No,No,No,New York,Punjab,India,2023-06-23T10:28:43.576Z,Completed
MAT236722,Maya Davis,Ava Garcia,British Airways,British Airways / SFO *,General,316577,DFW,ASSEMBLY PARTS / non-stackable,SIN,No,No,No,No,No,Texas,Changi,Singapore,2023-10-17T14:20:03.196Z,Completed
MAT237643,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,66486,DFW,Video Projector Kit / LITHIUM ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967 UN#3481,BEG,Yes,No,No,No,No,Texas,,Serbia,2023-12-01T10:02:21.395Z,Completed
MAT240847,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,219264,DFW,Projector Kit/LITHIUM ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967 UN#3481 ,ALA,Yes,No,No,No,No,Texas,Almaty,Kazakhstan,2024-02-07T13:03:27.319Z,Released
MAT216803,Ethan Baker,Charlotte Jackson,All Nippon Airways ,All Nippon Airways/LAX *,Dangerous Goods,82915,JFK,18 dg + 1 non dg,SIN,No,No,Yes,No,No,New York,Changi,Singapore,2021-11-11T22:19:50.957Z,Completed
MAT214709,Matthew Johnson,Luna Miller,All Nippon Airways ,All Nippon Airways/LAX *,Machinery,158185,SFO,Irrigation Equipment,NRT,No,No,No,No,No,California,Chiba,Japan,2021-08-16T22:35:02.649Z,Completed
MAT203452,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,118768,IAD,GIFTS,KWI,No,No,No,No,No,District of Columbia,Farwaniya,Kuwait,2020-12-23T15:42:01.702Z,Completed
MAT217282,Matthew Johnson,Luna Miller,Qatar Airways,Qatar Airways / LAX *,Machinery,201018,SFO,Landscape Equipment,DOH,No,No,No,No,No,California,Doha,Qatar,2021-12-01T21:08:43.734Z,Completed
MAT225054,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,General,147768,TPA,Equipment,SGN,No,No,No,No,No,Florida,Thái Bình,Vietnam,2022-09-07T18:25:50.995Z,Completed
MAT225933,Olivia Lopez,Isabella Hernandez,Polar Air Cargo Worldwide Inc *,Polar Air Cargo Worldwide Inc / JFK *,General,234964,SFO,HHG ,SYD,Yes,Yes,No,No,No,California,New South Wales,Australia,2022-10-13T20:57:40.932Z,Completed
MAT231160,Lucas Thompson,Ava Garcia,United Airlines Cargo,United Airlines Cargo *,General,85932,ATL,"CCF35H LN2 DEWAR, ROLLER BASE FINAL ASSEMBLY",AMM,No,No,No,No,No,Georgia,Amman,Jordan,2023-02-17T14:17:03.386Z,Completed
MAT231576,Lucas Thompson,Evelyn Jones,Swiss world cargo,Swiss world cargo / JFK *,General,24091,MIA,"Vitamin Supplements For
Personal Use",MRU,No,No,No,No,No,Florida,Port Louis District,Mauritius,2023-03-07T11:49:05.288Z,Completed
MAT231578,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines / JFK*,General,142086,IAH,filter (General Cargo),HYD,No,No,No,No,No,Texas,Andhra Pradesh,India,2023-03-07T13:01:24.087Z,Completed
MAT238099,Blake Garcia,Ethan Wright,British Airways,British Airways / SFO *,General,44178,ORD,Membrane Switch,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2023-12-20T11:43:51.733Z,Completed
MAT240032,Evelyn Walker,Ethan Wright,Lufthansa Cargo,Lufthansa Cargo / JFK *,General,27737,IAH,"Oil Well Equipments
Non stackable",IST,No,No,No,No,No,Texas,Adana,Turkey,2024-01-02T19:07:56.683Z,Released
MAT241206,Ethan Baker,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,Other,244057,DFW,"Makeup, Acetone Yellow Plastic",CAI,No,No,Yes,No,No,Texas,Cairo,Egypt,2024-02-22T16:10:48.110Z,Released
MAT242610,Lucas Thompson,Noah Patel,Qatar Airways,Qatar Airways / LAX*,General,122769,DFW,"EDUCATIONAL TEACHING AIDS

",KTM,No,No,No,No,No,Texas,Central,Nepal,2024-04-19T13:44:42.456Z,Invoiced
